timestamp,machine_id,time_to_failure,y_cls_early_window,cls_weight_early,y_awareness_45,condition_indicator,severity,rms,kurtosis,crest_factor,spectral_centroid_hz,housing_temp_c,vibration_rms,pressure_bar,is_anomaly,fault
2025-01-01T08:00:00,M1,200.0,0,1.0,0,0.014901424590336979,Low,0.49308678494144076,2.864768853810069,3.1523029856408025,198.82923312638331,34.88293152152541,0.24737638446522175,2.315348694583058,0,0
2025-01-01T08:01:00,M1,199.0,0,1.0,0,0.0,Low,0.4778856235379514,2.7027168879665573,3.038924733259527,196.20987962239394,34.35384814933236,0.24846946306764664,2.293984473990269,0,0
2025-01-01T08:02:00,M1,198.0,0,1.0,0,0.0,Low,0.49741531251033616,2.74782933877706,3.200227818450894,201.43251387631034,34.59114453552205,0.2336763473630957,2.27258312700058,0,0
2025-01-01T08:03:00,M1,197.0,0,1.0,0,0.037153997399862325,Low,0.5265684140594985,2.8004351717611757,2.992389630441071,194.85739004816287,34.82007789580265,0.1996808368712064,2.3166424445243785,0,0
2025-01-01T08:04:00,M1,196.0,0,1.0,0,0.050929985674878546,Low,0.5705640059558099,2.732078247677736,2.9990787624148787,204.6563171570178,35.72777256356118,0.20362477286464134,2.2902868204667235,0,0
2025-01-01T08:05:00,M1,195.0,0,1.0,0,0.035841868165252436,Low,0.6069018283232985,2.8164173960890047,3.193964365581401,190.6512744795513,35.710951252187606,0.22511141204714516,2.2865198529906827,0,0
2025-01-01T08:06:00,M1,194.0,0,1.0,0,0.005745191913204398,Low,0.5109121478207732,2.915540211770207,3.0778751109659686,201.8511989811648,35.61663371655668,0.22991232648044124,2.3103728998106576,0,0
2025-01-01T08:07:00,M1,193.0,0,1.0,0,0.03515340369927386,Low,0.5302706433312427,2.6864629257949586,3.010435467723464,203.53642741736616,35.01886136538919,0.22666142865001976,2.2975810171362907,0,0
2025-01-01T08:08:00,M1,192.0,0,1.0,0,0.04180690629823083,Low,0.6711621056242644,2.8127639035218874,3.0901547342333613,205.82644115147377,34.89566098119024,0.2702846844354507,2.303038660653735,0,0
2025-01-01T08:09:00,M1,191.0,0,1.0,0,0.01528391024607939,Low,0.5256851135198615,2.845965136508764,3.01715243458838,198.99668284466935,35.57428148740301,0.2086308885882169,2.295971848612704,0,0
2025-01-01T08:10:00,M1,190.0,0,1.0,0,0.07440551652109013,Low,0.4984567841783023,2.862745993460413,3.205714275428243,199.46258382719387,35.692316929266156,0.25279648382745273,2.3006364574355462,0,0
2025-01-01T08:11:00,M1,189.0,0,1.0,0,0.06379217419896048,Low,0.5302824290986816,3.0305774511144756,3.1298832920911788,202.29348251398676,35.98827680431692,0.22025954989318042,2.2992416920748493,0,0
2025-01-01T08:12:00,M1,188.0,0,1.0,0,0.03331456711123436,Low,0.5312094857517281,2.8402898290585896,3.124115197481664,210.3834539966501,36.13359162451801,0.25439005675633725,2.3110706815431463,0,0
2025-01-01T08:13:00,M1,187.0,0,1.0,0,0.05829611644022442,Low,0.6137000247046046,2.8993237624573545,3.0902171087343127,205.51603140965798,35.02257638765707,0.24510455143798932,2.2976279758864693,0,0
2025-01-01T08:14:00,M1,186.0,0,1.0,0,0.07174626155337994,Low,0.5268514851084688,2.891778736034828,3.1610784526368234,215.91525621587638,36.366901026017445,0.22166991896128724,2.2602434992016973,0,0
2025-01-01T08:15:00,M1,185.0,0,1.0,0,0.10362005290479602,Low,0.6225695625652898,2.8284730755359653,3.1883969220493267,207.38587392731213,35.78159069662999,0.25293909356512684,2.279137482787726,0,0
2025-01-01T08:16:00,M1,184.0,0,1.0,0,0.08192840057286384,Low,0.5421127611035347,2.792469629074003,3.187959774893468,208.34816684141433,36.06822929479099,0.27336715519711435,2.2629679930478837,0,0
2025-01-01T08:17:00,M1,183.0,0,1.0,0,0.061224377847018945,Low,0.5962631779266551,2.9184987278980454,3.2140755194170123,206.74851796472112,35.85274938207952,0.26225164066517126,2.261433415348526,0,0
2025-01-01T08:18:00,M1,182.0,0,1.0,0,0.04441890102137957,Low,0.5837882963566874,2.998691114918662,3.0642330534381217,215.71909714073115,36.46731702671467,0.2531920858526575,2.271809492878764,0,0
2025-01-01T08:19:00,M1,181.0,0,1.0,0,0.13823819867198345,Low,0.542206892441028,2.9923163752154958,3.143523306101959,209.34245674476026,36.37105173713164,0.2914717908672041,2.2594956624568243,0,0
2025-01-01T08:20:00,M1,180.0,0,1.0,0,0.09544644714893248,Low,0.6494158603242288,2.9080991867735033,3.0877300480179404,213.95938874821363,35.953499532670584,0.27231905729167366,2.2869920419404206,0,0
2025-01-01T08:21:00,M1,179.0,0,1.0,0,0.12741880815369783,Low,0.6565185132716732,2.8819098406035852,3.169232738330878,222.13832447894214,35.96421430558208,0.31091292143510113,2.2644561469513222,0,0
2025-01-01T08:22:00,M1,178.0,0,1.0,0,0.1304585891388489,Low,0.6164866621703272,2.920416635248844,3.1519856945632316,216.9849798249636,36.61757851271846,0.2744533795029958,2.308847745513709,0,0
2025-01-01T08:23:00,M1,177.0,0,1.0,0,0.11727413674581177,Low,0.6041419144243945,2.989511973341775,3.157794261849786,213.12251401603743,36.219307079173504,0.3158879436282687,2.2542255089439203,0,0
2025-01-01T08:24:00,M1,176.0,0,1.0,0,0.07655746975508027,Low,0.5736268112811722,2.8241555778747562,3.1586552848288156,219.55453782799003,37.17767810847477,0.33372978869606057,2.2608012294007316,0,0
2025-01-01T08:25:00,M1,175.0,0,1.0,0,0.14058039542723516,Low,0.7266369456501289,2.8891239851543142,3.2276711722098943,222.20071995855557,36.29938976405708,0.3192227744543125,2.262751848015636,0,0
2025-01-01T08:26:00,M1,174.0,0,1.0,0,0.15616961910162036,Low,0.6651671002869176,3.122980293321767,3.1141701714644845,215.30139078909613,36.26030367727799,0.2532831282707058,2.250484899566385,0,0
2025-01-01T08:27:00,M1,173.0,0,1.0,0,0.10804755985954927,Low,0.6865959585753253,2.7759766792979357,3.3856458765854356,226.14720060360642,36.38541217394764,0.27010596412727367,2.2865774474833085,0,0
2025-01-01T08:28:00,M1,172.0,0,1.0,0,0.14015731099154552,Low,0.6703490296882372,2.8669934528520757,3.27228499323475,215.66189785308703,36.60881025748935,0.32960886895135705,2.268288776681175,0,0
2025-01-01T08:29:00,M1,171.0,0,1.0,0,0.18037891552191482,Low,0.6773759240705055,3.1220747924881986,3.3930340842443205,220.50517925760462,37.22578547547718,0.34986127848755444,2.283872631150647,0,0
2025-01-01T08:30:00,M1,170.0,0,1.0,0,0.1419177949666633,Low,0.7158771127897982,3.070235705209603,3.2324094780419776,230.64307772785645,36.10994927089255,0.28389852681934546,2.2538890460220675,0,0
2025-01-01T08:31:00,M1,169.0,0,1.0,0,0.16599794738290546,Low,0.6390060106836323,2.8726133082663305,3.1265786478111046,222.93660451363414,37.33757116025062,0.3099282186099337,2.263580930310357,0,0
2025-01-01T08:32:00,M1,168.0,0,1.0,0,0.14339052083958456,Low,0.6321061053705577,3.124472513291639,3.243526355197173,220.50137246003706,37.026989955367114,0.3406301585092752,2.2475806080093355,0,0
2025-01-01T08:33:00,M1,167.0,0,1.0,0,0.21434903140503855,Low,0.6855481980221811,2.9896556963055767,3.2786250154543537,240.1444040422762,37.539787455717295,0.34466247225557706,2.2313891911879917,0,0
2025-01-01T08:34:00,M1,166.0,0,1.0,0,0.22061424905217697,Low,0.7480819878474726,2.935202735868338,3.4029944138890027,225.8868415382381,36.60935789933587,0.3986937223180898,2.259778200873693,0,0
2025-01-01T08:35:00,M1,165.0,0,1.0,0,0.13304297278542582,Low,0.7381484618345286,2.8749357430878173,3.2137874616235305,223.28803037880564,36.66800461516009,0.35895564883834485,2.2308809976717794,0,0
2025-01-01T08:36:00,M1,164.0,0,1.0,0,0.19502751562873147,Low,0.6671222377600725,2.9539332305429227,3.345138712337179,218.65297359439313,37.43168009618997,0.3421212872316247,2.2574119733718634,0,0
2025-01-01T08:37:00,M1,163.0,0,1.0,0,0.18301760604058057,Low,0.6614491900118773,2.882816389219784,3.2822398671316413,223.44793317358022,37.027722227885086,0.3966887842764333,2.232962162609537,0,0
2025-01-01T08:38:00,M1,162.0,0,1.0,0,0.20113437620113922,Low,0.6978007406642089,2.96065897874729,3.269432276460792,234.33891030829903,37.40721042165061,0.38112807986225605,2.2347624606775507,0,0
2025-01-01T08:39:00,M1,161.0,0,1.0,0,0.23103641766491828,Low,0.7135962313489224,2.7521875464822148,3.1916913689082596,219.8960403948707,37.164243257979344,0.3760525513756865,2.2750287462455057,0,0
2025-01-01T08:40:00,M1,160.0,0,1.0,0,0.15564241262660472,Low,0.7971877021603464,2.9938496407494415,3.2584712086099197,233.16390933053142,38.535346428902194,0.38545598765175487,2.244964411726007,0,0
2025-01-01T08:41:00,M1,159.0,0,1.0,0,0.23612619832773693,Low,0.7204991800572627,2.937012506470663,3.2096236284217694,228.52853369961943,37.64865024652243,0.4072096584993605,2.220056693516448,0,0
2025-01-01T08:42:00,M1,158.0,0,1.0,0,0.1566383925328716,Low,0.8268022155744592,3.0334365656354056,3.3094415329089544,232.8998431315991,36.95725547635081,0.4623725593885048,2.2395844236395046,0,0
2025-01-01T08:43:00,M1,157.0,0,1.0,0,0.271460734894251,Low,0.8252710023077489,3.1313186626639395,3.2713784323568813,227.3019758987071,,0.3951717473686608,2.257383830369419,0,0
2025-01-01T08:44:00,M1,156.0,0,1.0,0,0.24469511751885742,Low,0.7676658983594202,2.8470039100258946,3.2004921227936385,231.32107650354936,38.4745107626447,0.3902122594590919,2.203937140937638,0,0
2025-01-01T08:45:00,M1,155.0,0,1.0,0,0.21693333928335506,Low,0.7146737045629165,3.237335980324986,3.343421843401449,233.81964645956472,37.687937456445,0.4084425428230356,2.229612791761521,0,0
2025-01-01T08:46:00,M1,154.0,0,1.0,0,0.15047090574820962,Low,0.8305753425961231,3.108608519249763,3.137660976759185,232.78656202959826,37.5742795670021,0.3647746491584654,2.2154436662481825,0,0
2025-01-01T08:47:00,M1,153.0,0,1.0,0,0.256650161921297,Low,0.7255474114391386,2.9355479733720227,3.401437456122792,229.13936095554027,38.176499215086196,0.40429023805525593,2.2220035838490078,0,0
2025-01-01T08:48:00,M1,152.0,0,1.0,0,0.24978399066726353,Low,0.7254443211807349,3.0844027019206903,3.341509786355701,233.3863848974048,38.404504612918444,0.39486968928371724,2.1998307740727285,0,0
2025-01-01T08:49:00,M1,151.0,0,1.0,0,0.2286524273957315,Low,0.8139568057176035,2.9922365297575153,3.4778301882016525,237.3211382433102,38.015150880730936,0.4095916336335843,2.2253610875255787,0,0
2025-01-01T08:50:00,M1,150.0,0,1.0,0,0.23380720959071916,Low,0.7610847637298844,3.019584525509768,3.2771627222384967,239.54126377857236,37.14870819788108,0.45587466911976937,2.234451949648261,0,0
2025-01-01T08:51:00,M1,149.0,0,1.0,0,0.19977377306005065,Low,0.7420211516632149,2.941518142230432,3.3851091050210833,240.83829510234563,37.69712809342327,0.43510300293431237,2.2083923413529334,0,0
2025-01-01T08:52:00,M1,148.0,0,1.0,0,0.2747995370264267,Low,0.8212418061847437,2.9221642219818786,3.4600309879408995,236.12181086881114,38.18100490732268,0.5108025361480639,2.220078802005507,0,0
2025-01-01T08:53:00,M1,147.0,0,1.0,0,0.28623255806366427,Low,0.7898766612052867,3.075240773905552,3.494755444962673,242.85904981108598,37.39488764005477,0.4166858847252539,2.21554962728897,0,0
2025-01-01T08:54:00,M1,146.0,0,1.0,0,0.2867937134379312,Low,0.8780390362777312,3.0993922154548903,3.450918007922844,240.14917144270677,37.409519533242005,0.45588854657397765,2.223153753743262,0,0
